"","Pts","1stD","TotYd","PassY","RushY","TO","Cmp","PA","Sk","SkYds","QBR","RA","Pnt","PntYds","3DConv","3DAtt","4DConv","4DAtt","ToP"
"1322","35","17","299","154","145","","11","28","3","14","57.7","33","6","284","3","14","1","1","31:50"
"1422","21","16","279","167","112","1","17","28","2","16","101.3","23","5","215","3","10","0","2","26:39"
"1522","31","15","345","129","216","1","13","25","2","8","63.6","36","6","260","5","15","0","0","31:18"
"1622","31","29","387","236","151","","20","31","1","6","127.2","38","4","174","6","12","0","0","33:57"
"1722","22","20","255","140","115","1","16","26","2","20","59.8","31","3","119","4","13","1","1","30:30"
"1822","10","15","248","161","87","3","14","34","2","19","29.2","24","7","329","5","15","1","1","25:18"
"232","16","20","293","146","147","1","17","26","3","15","80.0","32","6","287","4","12","0","0","30:36"
"332","24","27","439","318","121","1","32","45","2","17","103.7","18","4","191","5","11","1","1","30:18"
"432","31","23","377","147","230","","15","24","1","3","107.5","41","4","165","6","13","0","1","33:55"
"622","33","21","350","232","118","2","21","35","1","5","74.9","31","3","153","4","13","1","1","35:27"
"732","17","22","350","269","81","3","27","40","1","6","92.6","18","3","133","3","9","0","1","24:36"
"822","21","19","371","250","121","","25","39","2","19","99.3","17","5","209","5","11","1","1","24:43"
"932","36","22","386","232","154","","22","30","0","0","117.6","33","3","137","6","12","1","1","34:01"
"1032","42","22","407","228","179","","19","25","2","19","130.1","32","4","200","4","10","0","1","31:00"
"1132","21","18","242","147","95","2","23","29","5","46","96.4","22","5","205","4","11","1","1","29:25"
"1222","19","20","387","331","56","1","25","38","3","26","108.6","16","5","222","5","11","0","0","28:20"
"1332","27","26","476","256","220","1","25","30","0","0","110.6","27","1","55","3","8","0","1","29:34"
"1432","17","27","444","276","168","4","28","42","4","24","61.3","19","2","113","3","8","0","1","30:06"
"1532","20","22","393","297","96","1","27","43","1","1","73.5","25","4","158","5","14","2","3","33:50"
"1632","9","13","247","149","98","2","17","30","4","32","67.2","23","6","239","7","15","1","2","24:51"
"1732","10","29","436","295","141","4","37","57","2","17","61.7","25","3","128","7","14","0","2","37:29"
"1832","33","25","374","263","111","","18","30","1","5","110.8","37","3","164","6","13","1","2","33:26"
"242","27","21","343","216","127","3","25","38","3","23","69.6","23","4","193","5","11","0","0","26:44"
"342","14","20","352","313","39","1","25","51","3","20","68.5","19","5","253","3","14","0","3","26:07"
"442","38","21","413","240","173","1","19","26","2","21","141.0","31","3","145","4","10","0","0","28:16"
"532","16","19","297","203","94","3","24","34","3","29","85.8","28","4","158","7","14","0","0","30:38"
"632","34","22","445","160","285","","17","31","3","21","80.0","27","5","238","4","12","0","1","27:36"
"742","37","17","268","209","59","1","20","32","2","18","102.2","29","7","350","3","15","1","1","31:10"
"942","13","12","230","100","130","3","19","37","7","58","23.6","19","7","313","2","13","0","2","26:59"
"1042","30","22","370","214","156","1","17","32","3","18","82.0","33","4","155","5","14","2","2","33:17"
"1142","16","26","401","281","120","2","28","43","3","26","81.6","23","3","122","4","10","1","1","28:38"
"1232","3","17","347","270","77","4","31","50","5","55","42.9","15","4","187","2","14","3","5","28:34"
"1342","31","26","351","230","121","1","23","36","4","26","109.7","29","3","126","5","13","1","1","31:33"
"1442","21","22","278","213","65","2","27","46","7","65","75.7","20","8","338","5","16","1","2","29:23"
"1542","20","27","345","245","100","4","28","41","5","48","71.7","22","4","185","3","10","0","0","28:16"
"1642","24","28","414","269","145","3","25","42","1","8","56.5","29","4","183","5","11","0","0","28:42"
"1742","6","19","286","199","87","3","28","45","5","37","44.6","21","3","159","4","14","2","4","32:21"
"1842","10","16","329","288","41","3","26","49","2","11","53.8","18","7","347","5","16","1","2","24:20"
"252","30","22","388","259","129","","22","34","1","10","97.5","30","2","120","7","13","1","2","28:48"
"352","17","24","427","340","87","4","33","42","5","27","80.6","24","2","101","6","11","1","2","34:32"
"452","21","14","302","221","81","","22","28","2","14","111.5","21","4","189","3","12","0","0","28:49"
"542","31","30","444","276","168","1","26","37","0","0","98.5","35","1","42","7","11","1","1","37:08"
"642","23","24","437","313","124","","27","36","0","0","119.3","27","3","134","6","12","0","0","33:05"
"752","16","23","303","191","112","3","16","29","4","25","46.8","29","1","49","3","13","1","2","31:06"
"832","24","18","283","246","37","","23","28","1","8","127.1","14","1","51","6","9","0","0","25:19"
"952","17","18","304","157","147","1","16","27","3","22","72.6","22","2","78","2","10","1","3","23:30"
"1052","31","30","435","331","104","","37","50","2","7","104.7","24","2","65","7","16","3","3","38:01"
"1152","23","13","187","122","65","1","20","28","3","26","88.7","16","4","217","1","9","1","3","23:55"
"1242","20","20","374","258","116","2","24","35","1","0","75.7","34","4","189","5","15","0","0","36:48"
"1352","27","21","374","267","107","1","19","36","0","0","74.7","28","3","116","6","14","1","1","28:47"
"1552","27","22","370","245","125","","30","40","4","38","90.1","21","4","174","6","14","0","1","30:28"
"1652","16","20","364","249","115","1","21","35","3","9","81.7","27","4","183","4","12","1","2","30:51"
"1752","20","19","280","167","113","2","19","28","4","30","80.5","35","5","235","6","15","2","3","35:36"
"1852","7","17","320","246","74","5","18","37","3","25","30.7","20","3","139","1","9","2","4","29:06"
"262","19","18","381","270","111","1","24","35","1","9","100.9","27","6","225","4","14","0","1","31:20"
"362","26","28","383","294","89","1","26","38","2","11","97.9","33","4","160","8","15","0","0","38:32"
"462","24","28","407","290","117","","23","34","3","14","94.0","33","3","111","5","11","0","1","35:45"
"552","28","24","379","266","113","2","26","39","5","35","81.8","24","3","136","4","13","3","3","33:36"
"652","18","17","267","158","109","3","21","37","3","19","42.4","30","7","229","5","15","0","0","35:03"
"762","28","20","306","188","118","3","17","41","4","19","53.7","23","6","244","2","12","2","2","26:34"
"842","3","11","173","117","56","1","19","39","6","28","44.5","17","7","258","2","15","2","4","25:25"
"961","19","21","332","129","203","1","13","25","0","0","66.9","47","4","175","10","17","0","0","35:23"
"1061","6","13","240","162","78","3","16","33","1","10","25.1","23","4","205","3","11","0","1","27:31"
"1161","34","24","341","175","166","2","25","33","0","0","84.8","37","3","153","7","15","0","0","37:42"
"1252","21","18","297","186","111","","21","27","1","3","120.1","21","4","185","2","9","1","3","24:07"
"1362","10","10","198","134","64","3","10","31","5","45","7.4","18","6","261","4","14","2","3","22:26"
"1562","21","21","334","243","91","3","21","35","1","10","66.7","26","2","87","4","11","1","3","25:23"
"1662","14","19","275","124","151","1","18","38","4","32","53.0","29","4","182","7","17","1","5","31:25"
"1762","6","16","273","206","67","1","22","45","7","45","52.6","15","5","253","7","18","0","2","26:36"
"1862","10","16","178","90","88","2","17","26","7","42","55.0","26","5","235","6","14","0","0","30:31"
"193","17","18","317","207","110","2","29","43","2","12","84.2","26","2","85","4","14","2","6","35:05"
"272","24","15","261","207","54","1","16","27","4","28","80.3","19","5","250","4","11","0","0","21:34"
"372","16","18","275","129","146","2","14","29","2","16","72.3","23","5","212","2","12","1","1","23:55"
"472","22","12","293","148","145","","12","25","3","22","80.1","31","6","281","4","14","0","1","30:10"
"562","16","11","220","180","40","3","22","36","2","17","60.0","13","4","209","2","10","1","3","21:25"
"662","15","15","308","244","64","1","25","42","6","31","66.0","17","3","154","3","15","3","5","29:42"
"77","10","8","203","110","93","1","13","21","2","9","55.7","21","7","362","2","10","0","0","22:55"
"852","21","14","343","170","173","","16","22","1","7","125.2","27","7","360","4","12","0","0","29:24"
"97","34","23","478","309","169","1","19","36","1","8","79.5","36","3","141","5","13","1","2","31:31"
"107","21","13","228","164","64","3","17","30","0","0","66.5","18","5","270","2","8","1","1","20:39"
"1171","25","18","333","101","232","","10","16","1","7","80.5","47","5","216","6","15","0","0","34:12"
"1262","3","13","205","169","36","3","21","33","4","27","51.2","17","6","265","3","12","0","1","26:46"
"1371","23","19","349","164","185","1","11","19","0","0","103.8","46","5","255","2","12","2","2","37:03"
"1571","30","24","328","105","223","","14","24","2","15","82.8","46","2","107","6","13","1","2","39:16"
"1672","16","12","209","188","21","","14","23","4","37","101.4","16","4","194","4","11","0","0","23:49"
"1772","37","30","570","250","320","","15","22","0","0","121.4","43","3","117","3","9","1","1","35:13"
"1872","24","22","400","326","74","3","23","37","2","15","106.4","22","5","251","4","11","1","2","26:50"
"1912","10","14","203","32","171","2","5","15","2","11","2.8","41","6","281","8","14","0","0","30:55"
"210","23","25","402","213","189","1","18","36","2","12","66.1","33","1","56","11","17","2","3","31:52"
"310","23","18","335","226","109","2","22","32","2","15","73.2","28","5","229","2","12","0","1","29:56"
"410","0","7","146","48","98","","9","17","2","15","58.7","27","10","477","3","13","0","0","27:24"
"510","22","23","371","273","98","3","28","43","3","8","88.6","29","3","136","10","17","1","1","33:22"
"610","18","21","328","241","87","1","26","45","2","11","87.4","26","5","235","6","14","0","1","33:37"
"710","34","24","444","353","91","1","26","41","1","0","88.8","31","5","222","6","14","0","0","33:34"
"910","20","18","305","208","97","","22","33","1","3","94.0","25","5","221","3","12","1","1","32:42"
"1010","22","25","446","337","109","2","27","40","1","8","99.7","29","2","85","9","15","0","0","33:35"
"1110","37","17","397","244","153","2","19","24","2","14","148.6","37","4","187","3","12","1","1","34:22"
"1210","15","19","347","261","86","2","18","32","2","4","69.9","25","4","137","4","12","0","1","26:47"
"1310","17","17","290","189","101","","19","31","1","11","89.3","31","8","323","5","14","0","0","31:12"
"1410","20","20","364","194","170","1","18","31","1","8","63.1","42","6","257","8","17","0","0","37:24"
"1510","21","20","377","290","87","1","19","31","3","25","113.6","22","5","228","5","11","0","0","25:38"
"1610","17","21","293","199","94","2","26","37","5","32","89.8","20","4","161","5","12","1","1","27:50"
"1710","26","21","327","153","174","","20","27","1","3","99.8","39","5","177","6","15","0","0","37:03"
"1810","20","16","342","231","111","3","17","23","5","14","94.9","24","2","102","7","12","0","0","27:30"
"213","14","14","258","185","73","1","16","29","5","31","71.8","20","7","296","4","13","0","2","23:41"
"313","14","16","284","220","64","3","21","29","3","15","79.7","18","4","151","4","10","0","1","23:55"
"413","17","21","390","312","78","2","30","49","1","5","93.2","14","4","159","2","10","1","1","24:41"
"513","17","23","408","294","114","","28","36","2","8","119.2","29","4","196","5","13","0","1","33:14"
"613","23","25","522","397","125","1","33","43","0","0","120.0","19","2","92","2","9","0","1","30:05"
"713","16","22","389","297","92","","30","49","1","5","78.4","27","6","261","7","17","0","1","35:47"
"810","10","13","189","120","69","2","10","26","1","10","21.3","18","5","225","2","8","0","0","20:24"
"913","20","19","403","245","158","","20","31","1","7","99.5","29","5","222","7","14","0","0","32:41"
"1113","10","15","283","161","122","4","16","30","4","21","52.2","20","5","218","2","11","0","0","22:51"
"1213","16","17","315","222","93","1","17","30","4","30","77.4","25","6","289","4","12","0","0","30:29"
"1313","21","25","411","316","95","2","28","54","0","0","72.8","22","4","182","9","17","1","3","30:35"
"1413","26","19","326","184","142","1","11","18","1","8","95.6","40","6","233","6","14","0","0","31:18"
"1513","17","16","296","204","92","","20","32","1","8","91.1","17","4","188","4","10","0","1","25:43"
"1613","27","29","449","354","95","4","30","43","1","8","81.0","19","2","88","3","8","0","0","27:13"
"1713","21","31","458","318","140","5","24","40","1","5","62.3","26","1","51","7","10","1","1","27:25"
"1813","10","19","323","140","183","5","13","20","2","9","62.5","37","3","143","2","9","1","2","29:48"
"223","17","20","301","176","125","","26","40","4","37","82.9","19","5","244","5","13","1","2","29:26"
"323","7","19","310","290","20","4","31","45","1","11","75.2","16","3","168","7","14","0","2","26:49"
"423","23","18","306","84","222","2","15","22","2","17","71.0","38","6","267","4","12","0","0","33:59"
"523","14","20","308","205","103","4","21","33","1","13","65.8","30","3","147","5","12","2","2","31:51"
"623","17","16","274","159","115","2","13","26","1","7","78.8","29","7","307","3","12","1","1","28:36"
"723","27","18","342","111","231","2","9","17","4","23","112.6","54","9","420","5","17","0","0","36:45"
"813","17","5","153","85","68","","4","7","4","22","100.3","26","6","296","2","11","0","0","21:25"
"923","12","17","307","150","157","1","14","32","2","14","45.1","31","5","270","8","17","0","1","28:37"
"1123","16","14","323","268","55","1","21","35","5","29","93.5","17","5","241","4","14","0","1","26:07"
"1223","24","24","398","176","222","1","18","30","1","3","87.6","30","4","186","3","9","1","1","29:24"
